Team,Time,Jersey,Player,Event,X,Y,endX,endY,Foot,Outcome,Key Pass,Assist,Through Pass,Clearance,Take On,Hand Foul,Goal Area
Sudeva FC,3:59,20,Eddie Zothanmawia ,Pressure,89,25,0,0,,,,,,,,,
Sudeva FC,4:04,11,Mayengbam Lanchenba Luwang,Interception,62,14,0,0,,,,,,,,,
Sudeva FC,4:07,11,Mayengbam Lanchenba Luwang,Offensive Duel,75,7,0,0,,Lost,,,,,,,
Sudeva FC,4:13,26,Longjam Christson Singh,Defensive Duel,37,15,0,0,,Won,,,,,,,
Sudeva FC,4:50,21,Samir Thapa,Goal Kick,6,48,66,72,,,,,,,,,
Sudeva FC,5:08,4,Moirangthem Manithoiba Meitei,Throw In,86,78,73,68,,,,,,,,,
Sudeva FC,5:09,26,Longjam Christson Singh,Touch,74,69,0,0,,Bad,,,,,,,
Sudeva FC,5:37,21,Samir Thapa,Long Kick,19,39,66,64,,Incomplete,,,,,,,
Sudeva FC,5:48,4,Moirangthem Manithoiba Meitei,Throw In,72,79,74,64,,,,,,,,,
Sudeva FC,5:54,15,Pukar Dulal,Offensive Duel,79,75,0,0,,Won,,,,,,,
Sudeva FC,5:55,15,Pukar Dulal,Offensive Duel,77,71,0,0,,Won,,,,,,,
Sudeva FC,6:10,4,Moirangthem Manithoiba Meitei,Head Pass,35,74,51,74,,Complete,,,,,,,
Sudeva FC,6:14,15,Pukar Dulal,Offensive Duel,56,70,0,0,,Won,,,,,,,
Sudeva FC,6:15,15,Pukar Dulal,Offensive Duel,52,65,0,0,,Won,,,,,,,
Sudeva FC,6:16,15,Pukar Dulal,Pass,52,69,37,75,,Complete,,,,,,,
Sudeva FC,6:17,4,Moirangthem Manithoiba Meitei,Pass,32,76,54,56,,Incomplete,,,,,,,
Sudeva FC,6:20,11,Mayengbam Lanchenba Luwang,Defensive Duel,47,55,0,0,,Lost,,,,,,,
Sudeva FC,6:33,11,Mayengbam Lanchenba Luwang,Defensive Duel,38,18,0,0,,Lost,,,,,True,,
Sudeva FC,6:36,25,Leishangthem Donaroy Singh,Pass,18,34,64,53,,,,,,True,,,
Sudeva FC,6:45,4,Moirangthem Manithoiba Meitei,Interception,28,65,0,0,,,,,,,,,
Sudeva FC,6:57,6,Irfan Ahmad Mir,Long Kick,17,33,42,42,,,,,,True,,,
Sudeva FC,7:05,20,Eddie Zothanmawia ,Defensive Duel,53,26,0,0,,Lost,,,,,True,,
Sudeva FC,7:13,11,Mayengbam Lanchenba Luwang,Pass,24,22,41,28,,Complete,,,,,,,
Sudeva FC,7:13,20,Eddie Zothanmawia ,Touch,37,28,0,0,,Bad,,,,,,,
Sudeva FC,7:19,7,Oinam Nirmal Meitei,Pass,30,57,56,41,,Incomplete,,,,,,,
Sudeva FC,7:54,4,Moirangthem Manithoiba Meitei,Head Pass,23,62,30,61,,Incomplete,,,,,,,
Sudeva FC,7:57,15,Pukar Dulal,Pass,29,59,40,40,,Complete,,,,,,,
Sudeva FC,8:00,20,Eddie Zothanmawia ,Offensive Duel,37,42,0,0,,Won,,,,,True,,
Sudeva FC,8:02,20,Eddie Zothanmawia ,Long Kick,46,43,101,48,,Incomplete,,,True,,,,
Sudeva FC,8:23,6,Irfan Ahmad Mir,Throw In,61,1,46,10,,,,,,,,,
Sudeva FC,8:27,25,Leishangthem Donaroy Singh,Long Kick,43,13,91,68,,Complete,,,,,,,
Sudeva FC,8:33,7,Oinam Nirmal Meitei,Offensive Duel,100,67,0,0,,Lost,,,,,True,,
Sudeva FC,8:34,7,Oinam Nirmal Meitei,Defensive Duel,112,65,0,0,,Lost,,,,,,,
Sudeva FC,8:51,26,Longjam Christson Singh,Defensive Duel,39,75,0,0,,Lost,,,,,,,
Sudeva FC,8:57,2,Sagar Patra,Long Kick,26,69,59,79,,Incomplete,,,,True,,,
Sudeva FC,9:09,26,Longjam Christson Singh,Head Pass,34,69,47,58,,Complete,,,,,,,
Sudeva FC,9:11,11,Mayengbam Lanchenba Luwang,Pass,46,53,51,62,,Complete,,,,,,,
Sudeva FC,9:12,15,Pukar Dulal,LBD,49,59,0,0,,Lost,,,,,,,
Sudeva FC,9:16,7,Oinam Nirmal Meitei,Defensive Duel,44,73,0,0,,Won,,,,,True,,
Sudeva FC,9:49,21,Samir Thapa,Goal Kick,6,33,64,33,,,,,,,,,
Sudeva FC,9:56,2,Sagar Patra,Head Pass,26,42,34,41,,Complete,,,,,,,
Sudeva FC,9:57,26,Longjam Christson Singh,Pass,30,42,16,50,,Complete,,,,,,,
Sudeva FC,9:59,2,Sagar Patra,Long Kick,23,52,1,67,,,,,,True,,,
Sudeva FC,10:35,12,R Aarya Krishna,Head Pass,8,54,13,28,,Incomplete,,,,True,,,
Sudeva FC,10:38,25,Leishangthem Donaroy Singh,Interception,10,32,0,0,,,,,,,,,
Sudeva FC,10:39,15,Pukar Dulal,Pass,18,38,24,40,,Incomplete,,,,,,,
Sudeva FC,10:52,21,Samir Thapa,Goal Kick,8,41,13,60,,,,,,,,,
Sudeva FC,10:55,2,Sagar Patra,Long Kick,12,62,87,79,,Incomplete,,,,,,,
Sudeva FC,11:15,7,Oinam Nirmal Meitei,Pass,42,75,41,78,,,,,,True,,,
Sudeva FC,11:26,4,Moirangthem Manithoiba Meitei,Head Pass,24,75,23,73,,Incomplete,,,,,,,
Sudeva FC,11:29,4,Moirangthem Manithoiba Meitei,Offensive Duel,24,72,0,0,,Won,,,,,,,
Sudeva FC,11:47,2,Sagar Patra,Free Kick,24,72,88,59,,,,,,,,,
Sudeva FC,12:01,25,Leishangthem Donaroy Singh,Pass,26,55,46,62,,Complete,,,,,,,
Sudeva FC,12:04,15,Pukar Dulal,Pass,36,62,41,74,,Complete,,,,,,,
Sudeva FC,12:07,7,Oinam Nirmal Meitei,Pass,40,74,20,72,,Complete,,,,,,,
Sudeva FC,12:09,4,Moirangthem Manithoiba Meitei,Long Kick,27,73,53,42,,Incomplete,,,,,,,
Sudeva FC,12:12,20,Eddie Zothanmawia ,Pass,52,41,45,42,,Complete,,,,,,,
Sudeva FC,12:14,15,Pukar Dulal,Pass,42,46,42,39,,Complete,,,,,,,
Sudeva FC,12:16,11,Mayengbam Lanchenba Luwang,Pass,47,38,54,51,,Complete,,,,,,,
Sudeva FC,12:17,15,Pukar Dulal,Offensive Duel,52,49,0,0,,Lost,,,,,True,,
Sudeva FC,12:27,12,R Aarya Krishna,Defensive Duel,34,8,0,0,,Won,,,,,True,,
Sudeva FC,12:28,12,R Aarya Krishna,Carry,30,4,52,5,,,,,,,,,
Sudeva FC,12:31,12,R Aarya Krishna,Pass,51,5,52,24,,Incomplete,,,,,,,
Sudeva FC,12:33,20,Eddie Zothanmawia ,Defensive Duel,52,15,0,0,,Won,,,,,True,,
Sudeva FC,12:59,2,Sagar Patra,Long Kick,37,55,105,79,,,,,,True,,,
Sudeva FC,13:32,11,Mayengbam Lanchenba Luwang,Pass,78,57,91,63,,Incomplete,,,,,,,
Sudeva FC,13:36,15,Pukar Dulal,Offensive Duel,87,65,0,0,,Won,,,,,True,,
Sudeva FC,13:38,15,Pukar Dulal,Pass,86,67,101,76,,Complete,,,,,,,
Sudeva FC,13:42,7,Oinam Nirmal Meitei,Offensive Duel,98,73,0,0,,Won,,,,,True,,
Sudeva FC,13:46,7,Oinam Nirmal Meitei,Cross,114,74,113,62,Right,,,,,,,,
Sudeva FC,13:47,20,Eddie Zothanmawia ,Pressure,114,63,0,0,,,,,,,,,
Sudeva FC,13:54,26,Longjam Christson Singh,Interception,64,60,0,0,,,,,,,,,
Sudeva FC,14:01,4,Moirangthem Manithoiba Meitei,Pass,32,77,23,67,,Complete,,,,,,,
Sudeva FC,14:02,2,Sagar Patra,Pass,25,64,48,70,,Complete,,,,,,,
Sudeva FC,14:05,7,Oinam Nirmal Meitei,Defensive Duel,41,69,0,0,,Won,,,,,,,
Sudeva FC,14:07,7,Oinam Nirmal Meitei,Pass,41,73,50,64,,Complete,,,,,,,
Sudeva FC,14:09,15,Pukar Dulal,Defensive Duel,61,64,0,0,,Lost,,,,,,,
Sudeva FC,14:13,26,Longjam Christson Singh,Interception,45,61,0,0,,,,,,,,,
Sudeva FC,14:46,21,Samir Thapa,Goal Kick,7,31,48,12,,,,,,,,,
Sudeva FC,14:48,12,R Aarya Krishna,LBD,47,21,0,0,,Won,,,,,,,
Sudeva FC,14:50,6,Irfan Ahmad Mir,Long Kick,38,18,93,36,,Incomplete,,,True,,,,
Sudeva FC,15:12,12,R Aarya Krishna,Defensive Duel,45,9,0,0,,Lost,,,,,,,
Sudeva FC,15:14,12,R Aarya Krishna,Foul,46,7,0,0,,,,,,,,,
Sudeva FC,15:45,2,Sagar Patra,Air Duel,12,49,0,0,,Lost,,,,,,,
Sudeva FC,16:19,4,Moirangthem Manithoiba Meitei,Head Pass,2,49,7,34,,Complete,,,,True,,,
Sudeva FC,16:20,6,Irfan Ahmad Mir,Head Pass,7,30,16,19,,,,,,True,,,
Sudeva FC,16:24,15,Pukar Dulal,Pass,8,33,24,31,,Complete,,,,,,,
Sudeva FC,16:26,20,Eddie Zothanmawia ,Pass,21,34,77,34,,,,,,True,,,
Sudeva FC,16:35,20,Eddie Zothanmawia ,Defensive Duel,63,13,0,0,,Lost,,,,,True,,
Sudeva FC,17:00,15,Pukar Dulal,Interception,28,58,0,0,,,,,,,,,
Sudeva FC,17:01,15,Pukar Dulal,Pass,32,63,25,47,,Incomplete,,,,,,,
Sudeva FC,17:16,21,Samir Thapa,Goal Kick,6,31,11,19,,,,,,,,,
Sudeva FC,17:18,25,Leishangthem Donaroy Singh,Long Kick,13,20,50,56,,Incomplete,,,,,,,
Sudeva FC,17:24,26,Longjam Christson Singh,Offensive Duel,36,58,0,0,,Won,,,,,,,
Sudeva FC,17:27,26,Longjam Christson Singh,Pass,37,56,43,46,,Complete,,,,,,,
Sudeva FC,17:29,15,Pukar Dulal,Pass,43,56,47,35,,Incomplete,,,,,,,
Sudeva FC,17:32,11,Mayengbam Lanchenba Luwang,Offensive Duel,42,31,0,0,,Lost,,,,,,,
Sudeva FC,17:32,11,Mayengbam Lanchenba Luwang,Offensive Duel,36,29,0,0,,Won,,,,,,,
Sudeva FC,17:43,2,Sagar Patra,Head Pass,7,40,14,42,,Incomplete,,,,,,,
Sudeva FC,17:59,21,Samir Thapa,Goal Kick,8,34,8,54,,,,,,,,,
Sudeva FC,18:01,2,Sagar Patra,Pass,7,56,17,73,,Complete,,,,,,,
Sudeva FC,18:05,4,Moirangthem Manithoiba Meitei,Offensive Duel,15,72,0,0,,Won,,,,,True,,
Sudeva FC,18:11,21,Samir Thapa,Save,4,42,0,0,Right,Saved,,,,,,,Left
Sudeva FC,18:20,21,Samir Thapa,Long Kick,18,54,64,65,,Incomplete,,,,,,,
Sudeva FC,18:24,26,Longjam Christson Singh,Pass,38,60,57,62,,Complete,,,,,,,
Sudeva FC,18:26,15,Pukar Dulal,Offensive Duel,61,63,0,0,,Won,,,,,,,
Sudeva FC,18:27,15,Pukar Dulal,Pass,54,60,31,45,,Complete,,,,,,,
Sudeva FC,18:32,25,Leishangthem Donaroy Singh,Pass,29,49,52,54,,Complete,,,,,,,
Sudeva FC,18:34,15,Pukar Dulal,Pass,52,56,64,39,,Complete,,,,,,,
Sudeva FC,18:35,20,Eddie Zothanmawia ,Offensive Duel,65,40,0,0,,Won,,,,,,,
Sudeva FC,18:36,20,Eddie Zothanmawia ,Pass,63,39,53,30,,Complete,,,,,,,
Sudeva FC,18:39,11,Mayengbam Lanchenba Luwang,Offensive Duel,53,36,0,0,,Won,,,,,True,,
Sudeva FC,18:41,11,Mayengbam Lanchenba Luwang,Pass,55,42,72,35,,Complete,,,,,,,
Sudeva FC,18:49,25,Leishangthem Donaroy Singh,Defensive Duel,27,26,0,0,,Lost,,,,,True,,
Sudeva FC,18:53,6,Irfan Ahmad Mir,Pass,16,24,15,1,,,,,,True,,,
Sudeva FC,19:05,6,Irfan Ahmad Mir,Defensive Duel,10,10,0,0,,Lost,,,,,,,
Sudeva FC,19:05,11,Mayengbam Lanchenba Luwang,Defensive Duel,10,11,0,0,,,,,,,,,
Sudeva FC,19:23,25,Leishangthem Donaroy Singh,Interception,22,50,0,0,,,,,,,,,
Sudeva FC,19:29,21,Samir Thapa,Hand Pass,14,39,14,54,,Complete,,,,,,,
Sudeva FC,19:32,2,Sagar Patra,Long Kick,15,57,32,79,,Incomplete,,,,,,,
Sudeva FC,19:44,2,Sagar Patra,Defensive Duel,13,73,0,0,,Lost,,,,,,,
Sudeva FC,19:51,6,Irfan Ahmad Mir,LBD,14,44,0,0,,Lost,,,,,,,
Sudeva FC,19:55,26,Longjam Christson Singh,Pass,27,59,43,46,,Incomplete,,,,,,,
Sudeva FC,19:58,20,Eddie Zothanmawia ,Offensive Duel,38,45,0,0,,Lost,,,,,,,
Sudeva FC,20:00,20,Eddie Zothanmawia ,Pass,40,51,52,75,,Complete,,,,,,,
Sudeva FC,21:53,4,Moirangthem Manithoiba Meitei,Pass,44,66,54,75,,Complete,,,,,,,
Sudeva FC,21:55,7,Oinam Nirmal Meitei,Pass,53,75,61,74,,Incomplete,,,,,,,
Sudeva FC,21:57,7,Oinam Nirmal Meitei,Pressure,57,66,0,0,,,,,,,,,
Sudeva FC,22:05,26,Longjam Christson Singh,Defensive Duel,36,58,0,0,,Won,,,,,,,
Sudeva FC,22:07,26,Longjam Christson Singh,Pass,36,60,54,69,,Complete,,,,,,,
Sudeva FC,22:09,20,Eddie Zothanmawia ,Pass,53,64,51,72,,Complete,,,,,,,
Sudeva FC,22:11,7,Oinam Nirmal Meitei,Pass,50,71,72,71,,Complete,,,,,,,
Sudeva FC,22:18,20,Eddie Zothanmawia ,Pass,114,73,94,76,,Complete,,,,,,,
Sudeva FC,22:20,15,Pukar Dulal,Cross,104,73,112,39,Right,,,,,,,,
Sudeva FC,22:23,12,R Aarya Krishna,Defensive Duel,111,37,0,0,,Lost,,,,,,,
Sudeva FC,22:25,12,R Aarya Krishna,Foul,111,37,0,0,,,,,,,,,
Sudeva FC,23:16,25,Leishangthem Donaroy Singh,Defensive Duel,39,16,0,0,,Lost,,,,,True,,
Sudeva FC,23:26,26,Longjam Christson Singh,Pass,17,27,37,27,,Complete,,,,,,,
Sudeva FC,23:30,15,Pukar Dulal,Pass,38,27,33,45,,Complete,,,,,,,
Sudeva FC,23:34,26,Longjam Christson Singh,Pass,45,38,38,28,,Complete,,,,,,,
Sudeva FC,23:35,15,Pukar Dulal,Pass,41,26,86,6,,Complete,,,,,,,
Sudeva FC,23:43,12,R Aarya Krishna,Pass,94,4,82,15,,Complete,,,,,,,
Sudeva FC,23:45,11,Mayengbam Lanchenba Luwang,Offensive Duel,84,14,0,0,,Lost,,,,,True,,
Sudeva FC,24:04:00,25,Leishangthem Donaroy Singh,Pass,9,16,5,35,,Complete,,,,,,,
Sudeva FC,24:06:00,21,Samir Thapa,Long Kick,6,36,39,16,,Incomplete,,,,,,,
Sudeva FC,24:11:00,11,Mayengbam Lanchenba Luwang,Carry,36,20,49,14,,,,,,,,,
Sudeva FC,24:16:00,11,Mayengbam Lanchenba Luwang,Pass,50,15,67,6,,Complete,,,,,,,
Sudeva FC,24:19:00,12,R Aarya Krishna,Pass,75,5,74,17,,Complete,,,,,,,
Sudeva FC,24:21:00,15,Pukar Dulal,Offensive Duel,73,15,0,0,,Won,,,,,,,
Sudeva FC,24:25:00,15,Pukar Dulal,Pass,65,12,45,29,,Complete,,,,,,,
Sudeva FC,24:29:00,25,Leishangthem Donaroy Singh,Long Kick,43,17,79,70,,Complete,,,,,,,
Sudeva FC,24:32:00,7,Oinam Nirmal Meitei,Touch,83,71,0,0,,Bad,,,,,,,
Sudeva FC,25:07:00,4,Moirangthem Manithoiba Meitei,Throw In,75,78,80,64,,,,,,,,,
Sudeva FC,25:08:00,15,Pukar Dulal,Pass,76,65,95,70,,Incomplete,,,,,,,
Sudeva FC,25:24:00,25,Leishangthem Donaroy Singh,Interception,35,38,0,0,,,,,,,,,
Sudeva FC,25:28:00,15,Pukar Dulal,Defensive Duel,32,31,0,0,,Lost,,,,,,,
Sudeva FC,25:31:00,25,Leishangthem Donaroy Singh,Pass,28,36,44,67,,Incomplete,,,,,,,
Sudeva FC,25:39:00,26,Longjam Christson Singh,Defensive Duel,38,55,0,0,,Lost,,,,,,,
Sudeva FC,25:52:00,11,Mayengbam Lanchenba Luwang,Touch,35,11,0,0,,Bad,,,,,,,
Sudeva FC,25:54:00,25,Leishangthem Donaroy Singh,Interception,18,25,0,0,,,,,,,,,
Sudeva FC,25:55:00,11,Mayengbam Lanchenba Luwang,Carry,28,21,43,36,,,,,,,,,
Sudeva FC,25:59:00,11,Mayengbam Lanchenba Luwang,Offensive Duel,42,40,0,0,,Won,,,,,True,,
Sudeva FC,26:02:00,11,Mayengbam Lanchenba Luwang,Pass,41,50,53,67,,Incomplete,,,,,,,
Sudeva FC,26:11:00,11,Mayengbam Lanchenba Luwang,Defensive Duel,33,22,0,0,,Lost,,,,,,,
Sudeva FC,26:24:00,11,Mayengbam Lanchenba Luwang,Defensive Duel,16,21,0,0,,Lost,,,,,,,
Sudeva FC,27:01:00,20,Eddie Zothanmawia ,Defensive Duel,33,35,0,0,,Won,,,,,True,,
Sudeva FC,27:04:00,20,Eddie Zothanmawia ,Carry,34,37,111,23,,,,,,,,,
Sudeva FC,27:12:00,20,Eddie Zothanmawia ,Shot,107,27,118,34,Left,Off Target,,,,,,,
Sudeva FC,27:47:00,12,R Aarya Krishna,Pass,80,12,91,17,,Incomplete,,,,,,,
Sudeva FC,27:56:00,25,Leishangthem Donaroy Singh,Pass,32,15,16,22,,Complete,,,,,,,
Sudeva FC,27:57:00,21,Samir Thapa,Pass,13,21,29,26,,Incomplete,,,,,,,
Sudeva FC,28:01:00,21,Samir Thapa,Save,6,35,0,0,Middle,Goal,,,,,,,
Sudeva FC,28:46:00,20,Eddie Zothanmawia ,Pass,59,40,44,36,,Complete,,,,,,,
Sudeva FC,28:49:00,15,Pukar Dulal,Pass,41,33,33,5,,Complete,,,,,,,
Sudeva FC,28:55:00,6,Irfan Ahmad Mir,Pass,33,5,33,16,,Complete,,,,,,,
Sudeva FC,28:57:00,11,Mayengbam Lanchenba Luwang,Offensive Duel,34,11,0,0,,Lost,,,,,,,
Sudeva FC,29:00:00,11,Mayengbam Lanchenba Luwang,Offensive Duel,20,22,0,0,,Won,,,,,True,,
Sudeva FC,29:01:00,11,Mayengbam Lanchenba Luwang,Defensive Duel,23,21,0,0,,Lost,,,,,,,
Sudeva FC,29:02:00,25,Leishangthem Donaroy Singh,Interception,16,30,0,0,,,,,,,,,
Sudeva FC,29:05:00,2,Sagar Patra,Pass,14,42,13,72,,Complete,,,,,,,
Sudeva FC,29:09:00,4,Moirangthem Manithoiba Meitei,Pass,10,73,31,67,,Incomplete,,,,,,,
Sudeva FC,29:16:00,15,Pukar Dulal,Defensive Duel,32,56,0,0,,Won,,,,,,,
Sudeva FC,29:31:00,25,Leishangthem Donaroy Singh,Defensive Duel,33,30,0,0,,Lost,,,,,True,,
Sudeva FC,29:32:00,2,Sagar Patra,Pass,29,38,42,56,,Incomplete,,,,,,,
Sudeva FC,29:38:00,4,Moirangthem Manithoiba Meitei,Defensive Duel,19,70,0,0,,Lost,,,,,,,
Sudeva FC,29:58:00,21,Samir Thapa,Goal Kick,5,31,54,21,,,,,,,,,
Sudeva FC,30:01:00,15,Pukar Dulal,Head Pass,47,23,72,12,,Incomplete,,,,,,,
Sudeva FC,30:21:00,6,Irfan Ahmad Mir,Defensive Duel,17,10,0,0,,Lost,,,,,True,,
Sudeva FC,30:24:00,2,Sagar Patra,Interception,12,37,0,0,,,,,,,,,
Sudeva FC,30:54:00,15,Pukar Dulal,Head Pass,19,39,34,6,,,,,,True,,,
Sudeva FC,31:15:00,26,Longjam Christson Singh,Pass,26,43,23,54,,Complete,,,,,,,
Sudeva FC,31:16:00,15,Pukar Dulal,Long Kick,25,56,55,55,,,,,,True,,,
Sudeva FC,31:20:00,20,Eddie Zothanmawia ,Defensive Duel,54,60,0,0,,Lost,,,,,True,,
Sudeva FC,31:31:00,2,Sagar Patra,Offensive Duel,5,66,0,0,,Won,,,,,,,
Sudeva FC,32:01:00,21,Samir Thapa,Goal Kick,7,44,8,59,,,,,,,,,
Sudeva FC,32:03:00,2,Sagar Patra,Long Kick,11,62,50,64,,Incomplete,,,,,,,
Sudeva FC,32:10:00,7,Oinam Nirmal Meitei,Pass,41,74,29,72,,Complete,,,,,,,
Sudeva FC,32:12:00,4,Moirangthem Manithoiba Meitei,Pass,27,71,37,58,,Complete,,,,,,,
Sudeva FC,32:15:00,26,Longjam Christson Singh,Long Kick,37,67,107,74,,Incomplete,,,,,,,
Sudeva FC,32:25:00,7,Oinam Nirmal Meitei,Pressure,107,57,0,0,,,,,,,,,
Sudeva FC,32:40:00,25,Leishangthem Donaroy Singh,Pass,16,50,44,67,,,,,,True,,,
Sudeva FC,32:47:00,6,Irfan Ahmad Mir,Long Kick,18,28,48,38,,,,,,True,,,
Sudeva FC,33:32:00,25,Leishangthem Donaroy Singh,Defensive Duel,12,65,0,0,,Lost,,,,,,,
Sudeva FC,34:17:00,6,Irfan Ahmad Mir,Long Kick,7,16,72,31,,,,,,True,,,
Sudeva FC,34:41:00,6,Irfan Ahmad Mir,Pass,23,7,22,4,,,,,,True,,,
Sudeva FC,34:46:00,6,Irfan Ahmad Mir,Defensive Duel,17,10,0,0,,Lost,,,,,True,,
Sudeva FC,34:47:00,11,Mayengbam Lanchenba Luwang,Interception,14,14,0,0,,,,,,,,,
Sudeva FC,35:30:00,21,Samir Thapa,Goal Kick,7,46,15,24,,,,,,,,,
Sudeva FC,35:32:00,25,Leishangthem Donaroy Singh,Pass,13,25,25,25,,Complete,,,,,,,
Sudeva FC,35:34:00,11,Mayengbam Lanchenba Luwang,Pass,28,28,10,16,,Complete,,,,,,,
Sudeva FC,35:36:00,25,Leishangthem Donaroy Singh,Pass,8,18,22,3,,Complete,,,,,,,
Sudeva FC,35:38:00,6,Irfan Ahmad Mir,Pass,22,3,23,13,,Complete,,,,,,,
Sudeva FC,35:38:00,11,Mayengbam Lanchenba Luwang,Pass,26,13,12,7,,Complete,,,,,,,
Sudeva FC,35:40:00,25,Leishangthem Donaroy Singh,Long Kick,8,13,42,4,,Incomplete,,,,,,,
Sudeva FC,35:43:00,12,R Aarya Krishna,LBD,39,7,0,0,,Lost,,,,,,,
Sudeva FC,35:52:00,6,Irfan Ahmad Mir,Throw In,36,1,54,8,,,,,,,,,
Sudeva FC,35:55:00,12,R Aarya Krishna,Pass,51,7,51,14,,Complete,,,,,,,
Sudeva FC,36:00:00,12,R Aarya Krishna,Pass,55,3,71,12,,Complete,,,,,,,
Sudeva FC,36:00:00,20,Eddie Zothanmawia ,Pass,67,11,82,5,,Complete,,,,,,,
Sudeva FC,36:02:00,12,R Aarya Krishna,Offensive Duel,83,4,0,0,,Lost,,,,,True,,
Sudeva FC,36:05:00,11,Mayengbam Lanchenba Luwang,Offensive Duel,72,4,0,0,,Lost,,,,,,,
Sudeva FC,36:52:00,6,Irfan Ahmad Mir,Free Kick,68,6,118,41,,,,,,,,,
Sudeva FC,37:10:00,2,Sagar Patra,Defensive Duel,44,67,0,0,,Lost,,,,,,,
Sudeva FC,37:12:00,25,Leishangthem Donaroy Singh,Pass,29,55,50,54,,Complete,,,,,,,
Sudeva FC,37:25:00,11,Mayengbam Lanchenba Luwang,Defensive Duel,28,24,0,0,,Lost,,,,,True,,
Sudeva FC,37:29:00,2,Sagar Patra,Interception,17,42,0,0,,,,,,,,,
Sudeva FC,37:47:00,21,Samir Thapa,Goal Kick,8,44,8,59,,,,,,,,,
Sudeva FC,37:48:00,2,Sagar Patra,Pass,12,58,23,73,,Complete,,,,,,,
Sudeva FC,37:51:00,4,Moirangthem Manithoiba Meitei,Offensive Duel,28,69,0,0,,Lost,,,,,True,,
Sudeva FC,37:52:00,2,Sagar Patra,Long Kick,26,58,72,75,,Incomplete,,,,,,,
Sudeva FC,38:33:00,4,Moirangthem Manithoiba Meitei,Throw In,71,78,78,69,,,,,,,,,
Sudeva FC,38:34:00,15,Pukar Dulal,Offensive Duel,78,68,0,0,,Won,,,,,,,
